CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	START	CAPI	MINDATE	MINDATE_SHLI
VIC	Tập Đoàn VINGROUP - CTCP	Vincom Jsc	HSX	Financials	2007/09/07	80000000	2007/09/19		1	800,000,000,000	2007/09/19	80000000
VID	CTCP Đầu tư Phát triển Thương mại Viễn Đông	Vien Dong Investment Development Trading Corporation	HSX	Basic Materials	2006/07/12	8455700	2006/12/25		1	84,557,000,000	2006/12/25	8455700
VIE	CTCP Công nghệ Viễn thông VITECO	Viteco Vietnam Telecommunications Technology Jsc	HNX	Technology	2011/05/06	1561244	2011/05/06			15,612,440,000	2011/05/06	1561244
VIG	CTCP Chứng khoán Thương mại và Công nghiệp Việt Nam	Viet Nam Industrial & Commercial Securities Corporation	HNX	Financials	2009/12/01	15000000	2009/12/01			150,000,000,000	2009/12/01	15000000
VIP	CTCP Vận tải Xăng dầu Vipco	Viet Nam Petroleum Transport Jsc	HSX	Industrials	2006/11/09	35100000	2006/12/21		1	351,000,000,000	2006/12/21	35100000
VIR	Du lịch Vũng Tàu	Vung Tau Intourco Resort Jsc	UPC	Consumer Services	2010/07/01	5240000	2010/07/01			52,400,000,000	2010/07/01	5240000
VIS	CTCP Thép Việt Ý	Viet Nam – Italy Steel Jsc	HSX	Basic Materials	2006/12/07	10000000	2006/12/25		1	100,000,000,000	2006/12/25	10000000
VIT	CTCP Viglacera Tiên Sơn	Viglacera Tien Son Jsc	HNX	Industrials	2009/11/03	4500000	2009/11/03			45,000,000,000	2009/11/03	4500000
VIX	CTCP Chứng khoán Xuân Thành	Vincom Securities Jsc	HNX	Financials	2009/12/29	30000000	2009/12/29			300,000,000,000	2009/12/29	30000000
VKC	CTCP Cáp-Nhựa Vĩnh Khánh	Vinhkhanh Cable Plastic Corporation	HNX	Consumer Goods	2010/12/08	13000000	2010/12/08			130,000,000,000	2010/12/08	13000000
VKD	Nước khoáng Khánh Hòa	Khanh Hoa Mineral Water Jsc	UPC	Consumer Goods	2010/04/12	2160000	2010/04/12			21,600,000,000	2010/04/12	2160000
VKP	CTCP Nhựa Tân Hóa	Viky Plastic Jsc	HSX	Basic Materials	2008/03/31	8000000	2008/06/19		1	80,000,000,000	2008/06/19	8000000
VLA	CTCP Đầu tư và Phát triển Công nghệ Văn Lang	Van Lang Technology Development And Investment Jsc	HNX	Technology	2010/08/04	1080000	2010/08/04			10,800,000,000	2010/08/04	1080000
VLF	CTCP Lương thực Thực phẩm Vĩnh Long	Vinh Long Cereal And Food Import Export Company 	HSX	Consumer Goods	2010/12/10	10400000	2010/12/21		1	104,000,000,000	2010/12/21	10400000
VMC	CTCP Vimeco	Vimeco Jsc	HNX	Industrials	2006/12/11	3500000	2006/12/11			35,000,000,000	2006/12/11	3500000
VMD	CTCP Y dược phẩm Vimedimex	Vimedimex Medi – Pharma Jsc	HSX	Health Care	2010/08/17	8141196	2010/09/30		1	81,411,960,000	2010/09/30	8141196
VMG	CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu	Vung Tau Petroleum Trading And Service Jsc	HNX	Utilities	2009/09/30	9600000	2009/09/30			96,000,000,000	2009/09/30	9600000
VNA	CTCP Vận tải Biển Vinaship	Vinaship Jsc	HSX	Industrials	2008/08/20	20000000	2008/09/09		1	200,000,000,000	2008/09/09	20000000
VNC	CTCP Tập đoàn Vinacontrol	The Vietnam Superintendence And Inspection Jsc	HNX	Industrials	2006/12/21	5250000	2006/12/21			52,500,000,000	2006/12/21	5250000
VND	CTCP Chứng khoán VNDIRECT	Vndirect Securities Corporation	HNX	Financials	2010/03/30	45000000	2010/03/30			450,000,000,000	2010/03/30	45000000
VNE	Tổng CTCP Xây dựng Điện Việt Nam	Vietnam Electricity Construction JCC	HSX	Industrials	2007/08/01	32000000	2007/08/09		1	320,000,000,000	2007/08/09	32000000
VNF	Công ty Cô phần Vận Tải Ngoại Thương	Vinafreight International Freight Forwarders Jsc	HNX	Industrials	2010/12/01	5600000	2010/12/01			56,000,000,000	2010/12/01	5600000
VNG	CTCP Du lịch Golf Việt Nam	Viet Nam Golf Tourism Jsc	HSX	Consumer Services	2009/11/30	13000000	2009/12/17		1	130,000,000,000	2009/12/17	13000000
VNH	CTCP Thủy hải sản Việt Nhật	Viet Nhat Seafood Corporation	HSX	Consumer Goods	2010/04/02	8023071	2010/04/08		1	80,230,710,000	2010/04/08	8023071
VNI	CTCP Đầu tư Bất động Sản Việt Nam	Viet Nam Land Investment Corporation	HSX	Financials	2009/09/03	10559996	2009/09/09		1	105,599,960,000	2009/09/09	10559996
VNL	CTCP Giao nhận Vận tải và Thương mại	Vinalink International Freight Forwarders	HSX	Industrials	2009/08/10	8190000	2009/08/17		1	81,900,000,000	2009/08/17	8190000
VNM	CTCP Sữa Việt Nam	Viet Nam Dairy Products Jsc	HSX	Consumer Goods	2005/12/28	159000000	2006/01/19		1	1,590,000,000,000	2006/01/19	159000000
VNR	Tổng CTCP Tái bảo Hiểm Quốc Gia Việt Nam	Vietnam National Reinsurance Corporation	HNX	Financials	2006/03/13	34300000	2006/03/13			343,000,000,000	2006/03/13	34300000
VNS	CTCP Ánh Dương Việt Nam	Vietnam Sun Corporation	HSX	Industrials	2008/07/23	17000000	2008/07/29		1	170,000,000,000	2008/07/29	17000000
VNT	CTCP Giao nhận Vận tải Ngoại thương	The Foreign Trade Forwarding And Transportation Jsc	HNX	Industrials	2009/08/14	5472000	2009/08/14			54,720,000,000	2009/08/14	5472000
VNX	QC và Hội chợ Thương mại	Viet Nam National Trade Fair & Advertising Jsc	UPC	Consumer Services	2010/06/10	1050000	2010/06/10			10,500,000,000	2010/06/10	1050000
VOS	CTCP Vận tải Biển Việt Nam	Viet Nam Ocean Shipping Jsc 	HSX	Industrials	2010/08/30	140000000	2010/09/08		1	1,400,000,000,000	2010/09/08	140000000
VPC	CTCP Đầu tư và Phát triển Năng lượng Việt Nam	V- Power Investment and Development	HNX	Industrials	2012/05/31	5625000	2012/06/18		1	56,250,000,000	2009/10/07	5625000
VPH	CTCP Vạn Phát Hưng	Van Phat Hung Corporation	HSX	Financials	2009/08/31	20083285	2009/09/09		1	200,832,850,000	2009/09/09	20083285
VPK	CTCP Bao Bì Dầu Thực vật	Vegetable Oil Packing Jsc 	HSX	Industrials	2006/11/16	7600000	2006/12/21		1	76,000,000,000	2006/12/21	7600000
VPL	CTCP Vinpearl	Vinpearl Jsc	HSX	Consumer Services	2008/01/31	100000000	2008/01/31			1,000,000,000,000	2008/01/31	100000000
VQC	Giám định TKV	Vinacomin Quacontrol Jsc	UPC	Industrials	2010/02/26	1400000	2010/02/26			14,000,000,000	2010/02/26	1400000
VRC	CTCP Xây lắp và Địa ốc Vũng Tàu	Vung Tau Real Estate And Construction Jsc. 	HSX	Financials	2010/07/19	10116910	2010/07/26		1	101,169,100,000	2010/07/26	10116910
VSC	CTCP Container Việt Nam	Vietnam Container Shipping Jsc	HSX	Industrials	2007/12/12	8037334	2008/01/09		1	80,373,340,000	2008/01/09	8037334
VSG	CTCP Container Phía Nam	South Vietnam Container ShippingJsc	HSX	Industrials	2008/09/05	11044000	2008/09/18		1	110,440,000,000	2008/09/18	11044000
VSH	CTCP Thủy Điện Vĩnh Sơn Sông Hinh	Vinh Son - Song Hinh Hydropower Jsc	HSX	Utilities	2005/07/07	125000000	2005/07/14		1	1,250,000,000,000	2005/07/14	125000000
VSI	CTCP Đầu tư và Xây dựng Cấp thoát Nước	Water Supply Sewwerage Contruction & Invesment	HSX	Industrials	2010/12/01	12000000	2010/12/24		1	120,000,000,000	2010/12/24	12000000
VSP	CTCP Vận tải biển và Bất động sản Việt Hải	Viet Hai Shipping and Real Properties Corporation	HNX	Industrials	2006/12/25	4000000	2006/12/25			40,000,000,000	2006/12/25	4000000
VST	CTCP Vận tải và Thuê tàu biển Việt Nam	Vietnam Sea Transport And Chartering Jsc.	HSX	Industrials	2009/02/20	40000000	2009/02/26		1	400,000,000,000	2009/02/26	40000000
VT1	Vật tư Bến Thành	Ben Thanh Material Jsc	UPC	Consumer Services	2010/04/15	2000000	2010/04/15			20,000,000,000	2010/04/15	2000000
VTA	CTCP Vitaly	Vitaly Jsc	HNX	Industrials	2006/12/29	4000000	2006/12/29			40,000,000,000	2006/12/29	4000000
VTB	CTCP Viettronics Tân Bình	Viettronics Tan Binh Jsc	HSX	Industrials	2006/12/08	7000000	2006/12/27		1	70,000,000,000	2006/12/27	7000000
VTC	CTCP Viễn thông VTC	Vtc Telecommunications Jsc	HNX	Technology	2003/01/24	4050085	2003/02/12		1	40,500,850,000	2007/10/09	2608187
VTF	CTCP Thức ăn Chăn nuôi Việt Thắng	Viet Thang Feed Jsc	HSX	Consumer Goods	2010/07/09	18025509	2010/09/24		1	180,255,090,000	2010/09/24	18025509
VTI	Sản xuất - XNK Dệt may	Textitle - Garment Import Export & Production Jsc	UPC	Consumer Goods	2010/12/17	3500000	2010/12/17			35,000,000,000	2010/12/17	3500000
VTL	CTCP Vang Thăng Long	Thang Long Wine Jsc	HNX	Consumer Goods	2005/07/14	1800000	2005/07/14			18,000,000,000	2005/07/14	1800000
VTO	CTCP Vận tải Xăng dầu Vitaco	Viet Nam Tanker Jsc	HSX	Industrials	2007/10/01	40000000	2007/10/09		1	400,000,000,000	2008/09/17	60000000
VTS	CTCP Viglacera Từ Sơn	Viglacera Tuson Jsc	HNX	Industrials	2006/09/20	1000000	2006/09/20			10,000,000,000	2006/09/20	1000000
VTV	CTCP VICEM Vật tư Vận tải Xi măng	Cement Materials And Transportation Jsc	HNX	Industrials	2006/12/18	2500000	2006/12/18			25,000,000,000	2006/12/18	2500000
VXB	Công ty CP Vật liệu Xây dựng Bến Tre	Ben Tre Building Material Jsc	HNX	Industrials	2010/06/22	4049006	2010/06/22			40,490,060,000	2010/06/22	4049006
WCS	CTCP bến xe Miền Tây	West Coach Station Jsc	HNX	Industrials	2010/09/17	2500000	2010/09/17			25,000,000,000	2010/09/17	2500000
WSB	Bia Sài Gòn - Miền Tây	Saigon Beer Western Jsc	UPC	Consumer Goods	2010/08/10	14500000	2010/08/10			145,000,000,000	2010/08/10	14500000
WSS	CTCP Chứng khoán Phố Wall	Wall Street Securities Company	HNX	Financials	2009/12/15	10800000	2009/12/15			108,000,000,000	2009/12/15	10800000
WTC	Vận tải thủy TKV	Vinacomin - Waterway Transport Jsc	UPC	Industrials	2010/07/15	10000000	2010/07/15			100,000,000,000	2010/07/15	10000000
XMC	CTCP Bê tông và Xây dựng Vinaconex Xuân Mai	Vinaconex Xuan Mai Concrete & Construction Jsc	HNX	Industrials	2007/12/20	10000000	2007/12/20			100,000,000,000	2007/12/20	10000000
YBC	CTCP Xi măng và Khoáng sản Yên Bái	Yen Bai Cement And Mineral Jsc	HNX	Industrials	2008/05/20	2210880	2008/05/20			22,108,800,000	2008/05/20	2210880
YSC	CTCP Hapaco Yên Sơn	Yenson Jsc	HNX	Basic Materials	2006/12/29	730000	2006/12/29			7,300,000,000	2006/12/29	730000
SLS	CTCP Mía đường Sơn La	Son La Sugar Joint Stock Company	HNX	Consumer Goods	2012/10/16	6800000	2012/10/16			68,000,000,000	2012/10/16	6800000
VE4	CTCP Xây dựng Điện Vneco 4	VNECO4 Electricity Construction Joint Stock Company	HNX	Industrials	2012/10/16	1028000	2012/10/16			10,280,000,000	2012/10/16	1028000
ITQ	CTCP Tập đoàn Thiên Quang	Thien Quang Group Joint Stock Company	HNX	Basic Materials	2012/10/01	10000000	2012/10/01			100,000,000,000	2012/10/01	10000000
CLP	CTCP Thủy Sản Cửu Long	CuuLong Seaproducts Company	HSX	Consumer Goods	2012/09/13	8000000	2012/11/15			80,000,000,000	2012/11/15	8000000
PTK	CTCP Luyện Kim Phú Thịnh	Phu Thinh Metallurgy JSC	HSX	Basic Materials	2012/09/14	21600000	2012/09/25			216,000,000,000	2012/09/25	21600000
PID	Công ty Cổ phần Trang trí Nội thất Dầu khí	Petroleum Interior Decoration Joint Stock Company	HNX	Industrials	2012/11/22	4000000	2012/11/22			40,000,000,000	2012/11/22	4000000
SPI	Công Ty Cổ Phần Đá Spilít	Spilit Stone Joint Stock Company	HNX	Basic Materials	2012/09/26	2500000	2012/09/26			25,000,000,000	2012/09/26	2500000
CAD	CTCP Chế Biến & XNK Thủy Sản Cadovimex	Cadovimex Seafood Import-Export & Processing JSC	UPC	Consumer Goods	2012/06/07	20799927	2012/11/01			207,999,270,000	2009/01/05	8000000
LKW	CTCP Cấp Nước Long Khánh	Long Khanh Water Supply Joint Stock Company	UPC	Utilities	2012/05/30	2500000	2012/07/04			25,000,000,000	2012/07/04	2500000
MTC	CTCP Khách Sạn Mỹ Trà	MyTra Hotel Joint Stock Company	UPC	Consumer Services	2012/08/12	5200000	2012/08/17			52,000,000,000	2012/08/17	5200000
NBS	Công Ty Cổ Phần Bến xe Nghệ An	Nghe An Bus Station Joint Stock Company	UPC	Industrials	2012/08/21	3153200	2012/11/19			31,532,000,000	2012/11/19	3153200
NNT	CTCP Cấp Nước Ninh Thuận	Ninh Thuan Water Supply Joint Stock Company	UPC	Utilities	2012/05/30	5924786	2012/06/22			59,247,860,000	2012/06/22	5924786
NTW	Công ty cổ phần Cấp nước Nhơn Trạch	Nhon Trach Water Supply Joint Stock Company	UPC	Utilities	2012/02/23	3000000	2012/04/09			30,000,000,000	2012/04/09	3000000
VSP	CTCP Vận tải Biển và Bất động sản Việt Hải	Viet Hai Shipping and Real Properties Corporation	UPC	Industrials	2012/06/06	38084489	2012/07/06			380,844,890,000	2006/12/25	4000000
VTA	CTCP Vitaly	Vitaly Joint Stock Company	UPC	Industrials	2006/12/29	6000000	2009/06/08			60,000,000,000	2006/12/29	4000000
EMC	CTCP Cơ Điện Thủ Đức	ThuDuc Electro Mechanical Joint Stock Company	HSX	Industrials	2012/08/31	8073000	2012/11/29	9600		80,730,000,000	2012/11/29	8073000
AGM	CTCP Xuất Nhập Khẩu An Giang	An Giang Import Export Company	HSX	Consumer Goods	2012/09/14	18200000	2012/12/14			182,000,000,000		
C32	CTCP Đầu tư Xây dựng 3-2	Construction Investment Corporation 3-2	HSX	Industrials	2012/09/06	11200000	2012/11/30			112,000,000,000	2010/10/13	11200000
VNN	CTCP Đầu tư Vietnamnet	Vietnamnet Investement Joint Stock Company	HNX	Financials	2012/09/14	5726698	2012/12/03	0		57,266,980,000	2012/12/03	5726698
ACC	CTCP bê tông Becamex	Becamex Asphalt & Concrete Jsc	UPC	Industrials	2009/12/22	6000000	2009/12/22			60,000,000,000		
API	CTCP Đầu tư Châu Á - Thái Bình Dương	Asia - Pacific Investment Jsc	UPC	Financials	2009/10/26	26400000	2009/10/26			264,000,000,000		
APS	CTCP Chứng khoán Châu Á Thái Bình Dương	Asia - Pacific Securities Jsc	UPC	Financials	2009/06/24	26000000	2009/06/24			260,000,000,000		
HDO	CTCP HƯNG ĐẠO CONTAINER	Hung Dao Container Jsc	UPC	Industrials	2009/11/11	4304672	2009/11/11			43,046,720,000		
HU1	CTCP đầu tư và xây dựng HUD1	Hud1 Investment & Construction Jsc	UPC	Industrials	2010/05/25	5000000	2010/05/25			50,000,000,000		
ITD	CTCP Công nghệ Tiên Phong	Innovative Technology Development Corporation	UPC	Technology	2009/04/12	11610399	2009/04/12			116,103,990,000		
KMT	CTCP Kim Khí Miền Trung	Central Vietnam Metal Corporation	UPC	Basic Materials	2009/10/08	8870885	2009/10/08			88,708,850,000		
PDN	CTCP Cảng Đồng Nai	Dong Nai Port Jsc	UPC	Industrials	2010/04/06	5145000	2010/04/06			51,450,000,000		
SME	CTCP Chứng khoán SME	Sme Securities Corporation	UPC	Financials	2009/06/24	15000000	2009/06/24			150,000,000,000		
SVS	CTCP Chứng khoán Sao Việt	Viet Star Securities Corporation	UPC	Financials	2009/09/22	13500000	2009/09/22			135,000,000,000		
TAS	CTCP Chứng khoán Tràng An	Trang An Securities Jsc	UPC	Financials	2009/06/24	13900000	2009/06/24			139,000,000,000		
