CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	MINDATE	MINDATE_SHLI	MINDATE_SHOU	FTRD_SHLI	ENDDATE	IDT_CODE
TCM	CTCP Dệt may - Đầu tư - Thương mại Thành Công	Thanh Cong Textile Garment Investment Trading Jsc	HSX	Consumer Goods	2007/10/05	18982497	2007/10/15	54000	2007/10/15	18982497		18982497	2099/12/31	CG
TCO	CTCP Vận tải Đa phương thức Duyên Hải	Duyen Hai Multi Modal Transport Jsc	HSX	Industrials	2012/02/08	12870000	2012/02/27	10300	2009/09/24	0		12870000	2099/12/31	IN
TCO	CTCP Vận tải Đa phương thức Duyên Hải	Duyen Hai Multi Modal Transport Jsc	UPC	Industrials		9090000	2009/10/06	10000				9090000	2011/12/15	IN
TCR	CTCP Công nghiệp Gốm sứ TAICERA	Taicera Enterprise Company	HSX	Industrials	2006/12/26	4969000	2006/12/29	35000	2006/12/29	4969000		4969000	2099/12/31	IN
TCS	CTCP Than Cao Sơn - TKV	Vinacomin - Caoson Coal Jsc	HNX	Basic Materials	2008/11/21	10000000	2008/11/21	25100	2008/11/21	10000000		10000000	2099/12/31	BM
TCT	CTCP Cáp treo Núi Bà Tây Ninh	Tay Ninh Cable Car Tour Jsc	HNX	Consumer Services	2006/12/06	1598500	2006/12/06	77000	2006/12/06	1598500		1598500	2099/12/31	CS
TCT	CTCP Cáp treo Núi Bà Tây Ninh	Tay Ninh Cable Car Tour Jsc	HSX	Consumer Services		1598500	2006/12/06	49000				1598500	2009/09/23	CS
TDC	CTCP Kinh doanh và Phát triển Bình Dương	Binh Duong Trade And Development Jsc	HSX	Industrials	2010/04/16	20000000	2010/05/04	36000	2010/05/04	20000000		20000000	2099/12/31	IN
TDH	CTCP Phát triển Nhà Thủ Đức	Thu Duc Housing Development Corporation	HSX	Financials	2006/11/23	17000000	2006/12/14	300000	2006/12/14	17000000		17000000	2099/12/31	FI
TDN	CTCP Than Đèo Nai - TKV	Vinacomin - Deonai Coal Jsc	HNX	Basic Materials	2008/11/21	8000000	2008/11/21	28800	2008/11/21	8000000		8000000	2099/12/31	BM
TDS	Đường Sông Miền Nam	Thu Duc Steel Jsc	UPC	Basic Materials	2011/10/06	12225393	2011/10/06	15000	2011/10/06	12225393		12225393	2099/12/31	BM
TDW	CTCP Cấp Nước Thủ Đức	Thu Duc Water Supply Jsc 	HSX	Utilities	2010/09/17	8500000	2010/11/11	9900	2010/11/11	8500000		8500000	2099/12/31	UT
TET	CTCP Vải sợi May mặc Miền Bắc	Northern Textiles And Garments Jsc (Textaco)	HNX	Consumer Goods	2010/04/28	5702940	2010/04/28	35500	2010/04/28	5702940		5702940	2099/12/31	CG
TGP	Cáp Trường Phú	Truong Phu Corporation	UPC	Industrials	2009/06/24	10000000	2009/06/24	11700	2009/06/24	10000000		10000000	2099/12/31	IN
TH1	CTCP Xuất nhập khẩu Tổng hợp I Việt Nam	The Vietnam National General Export - Import Jsc No.1	HNX	Consumer Services	2009/11/11	8892733	2009/11/11	69800	2009/11/11	8892733		8892733	2099/12/31	CS
THB	CTCP Bia Thanh Hóa	Thanh Hoa Beer Jsc	HNX	Consumer Goods	2008/11/19	11424570	2008/11/19	16800	2008/11/19	11424570		11424570	2099/12/31	CG
THG	CTCP Đầu tư và Xây dựng Tiền Giang	Tien Giang Investment And Construction Jsc	HSX	Industrials	2011/04/28	8000000	2011/07/28	20000	2011/07/28	8000000		8000000	2099/12/31	IN
THT	CTCP Than Hà Tu - TKV	Vinacomin - Ha Tu Coal Jsc	HNX	Basic Materials	2008/10/24	9100000	2008/10/24	22500	2008/10/24	9100000		9100000	2099/12/31	BM
THV	CTCP Tập đoàn Thái Hòa Việt Nam	Thai Hoa Viet Nam Group Jsc	HNX	Consumer Goods	2010/12/03	55000000	2010/12/03	16900	2010/12/03	55000000		55000000	2099/12/31	CG
TIC	CTCP Đầu tư Điện Tây nguyên	Tay Nguyen Electricity Investment Jsc	HSX	Utilities	2009/10/01	16582600	2009/10/12	24000	2009/10/12	16582600		16582600	2099/12/31	UT
TIE	CTCP TIE	Telecommunications Industry Electronics Jsc	HSX	Industrials	2009/11/16	9569900	2009/12/11	27200	2009/12/11	9569900		9569900	2099/12/31	IN
TIG	CTCP Tập đoàn Đầu tư Thăng Long	Thanglong Investment Group Jsc	HNX	Financials	2010/10/08	15000000	2010/10/08	30000	2010/10/08	15000000		15000000	2099/12/31	FI
TIS	CTCP Gang thép Thái Nguyên	Thai Nguyen Iron And Steel Jsc	UPC	Basic Materials	2011/03/24	184000000	2011/03/24	11000	2011/03/24	184000000		184000000	2099/12/31	BM
TIX	CTCP Sản xuất Kinh doanh XNK Dịch vụ và Đầu tư Tân Bình	Tan Binh Import – Export Jsc	HSX	Financials	2009/11/17	12000000	2009/11/25	69500	2009/11/25	12000000		12000000	2099/12/31	FI
TJC	CTCP Dịch vụ Vận tải và Thương mại	Transportation And Trading Services Jsc 	HNX	Industrials	2007/12/17	3000000	2007/12/17	50000	2007/12/17	3000000		3000000	2099/12/31	IN
TKC	CTCP Xây dựng và Kinh doanh Địa ốc Tân Kỷ (Takco)	Tan Ky Construction And Real Estate Trading Corporation	HNX	Industrials	2009/12/01	6050000	2009/12/01	33600	2009/12/01	6050000		6050000	2099/12/31	IN
TKU	CTCP Công nghiệp Tung Kuang	Tung Kuang Industrial Jsc	HNX	Industrials	2006/06/26	3281854	2006/06/26	35100	2006/06/26	3281854		3281854	2099/12/31	IN
TLC	CTCP Viễn thông Thăng Long	Thang Long Telecommunications Jsc	HNX	Technology	2006/12/28	9980000	2006/12/28	85000	2006/12/28	9980000		9980000	2099/12/31	TE
TLG	CTCP Tập Đoàn Thiên Long	Thien Long Group Corporation	HSX	Consumer Goods	2010/02/02	15500000	2010/03/26	35000	2010/03/26	15500000		15500000	2099/12/31	CG
TLH	CTCP Tập Đoàn Thép Tiến Lên	Tien Len Steel Corporation Joint - Stock Company	HSX	Basic Materials	2010/03/04	54000000	2010/03/16	34700	2010/03/16	54000000		54000000	2099/12/31	BM
TLT	CTCP Viglacera Thăng Long	Viglacera Thanglong Ceramic Tiles Jsc	HNX	Industrials	2006/12/08	1800000	2006/12/08	35000	2006/12/08	1800000		1800000	2013/02/27	IN
TMC	CTCP Thương mại Xuất nhập Khẩu Thủ Đức	Thu Duc Trading And Import – Export Jsc	HNX	Utilities	2006/12/26	2700000	2006/12/26	30900	2006/12/26	2700000		2700000	2099/12/31	UT
TMC	CTCP Thương mại Xuất nhập Khẩu Thủ Đức	Thu Duc Trading And Import – Export Jsc	HSX	Utilities		2564140	2006/12/26	60000				2564140	2009/05/29	UT
TMP	CTCP Thủy điện Thác Mơ	Thac Mo Hydro Power Jsc	HSX	Utilities	2009/06/08	70000000	2009/06/18	24000	2009/06/18	70000000		70000000	2099/12/31	UT
TMS	CTCP Kho vận Giao nhận Ngoại thương TP.HCM	Transforwarding Warehousing JCC	HSX	Industrials	2000/08/02	2200000	2000/08/04	14000	2000/08/04	2200000		2200000	2099/12/31	IN
TMT	CTCP ô tô TMT	Tmt Automobile Jsc. 	HSX	Consumer Goods	2010/01/15	12577500	2010/01/22	55000	2010/01/22	12577500		12577500	2099/12/31	CG
TMW	Gỗ Tân Mai	Tan Mai General Wood Jsc	UPC	Consumer Goods	2009/12/23	4662350	2009/12/23	0	2009/12/23	4662350		4662350	2099/12/31	CG
TMX	CTCP Thương mại xi măng	Cement Trading Jsc	HNX	Industrials	2009/11/02	6000000	2009/11/02	23600	2009/11/02	6000000		6000000	2099/12/31	IN
TNA	CTCP Thương mại Xuất nhập khẩu Thiên Nam	Thien Nam Trading Import Export Corporation	HSX	Consumer Goods	2005/05/04	1300000	2005/07/20	30000	2005/07/20	1300000		1300000	2099/12/31	CG
TNB	Thép Nhà Bè	Nha Be Steel Jsc	UPC	Basic Materials	2010/04/16	10000000	2010/04/16	19900	2010/04/16	10000000		10000000	2099/12/31	BM
TNC	CTCP Cao su Thống nhất	Thong Nhat Rubber Jsc	HSX	Basic Materials	2007/08/07	19250000	2007/08/22	40000	2007/08/22	19250000		19250000	2099/12/31	BM
TNG	CTCP Đầu tư và Thương mại TNG	Tng Investment And Trading Jsc	HNX	Consumer Goods	2007/11/22	5430000	2007/11/22	67000	2007/11/22	5430000		5430000	2099/12/31	CG
TNM	XNK và XD Công trình	Tranimex Transportation Import - Export & Contruction Jsc	UPC	Industrials	2009/10/27	3800000	2009/10/27	10000	2009/10/27	3800000		3800000	2099/12/31	IN
TNT	CTCP Tài Nguyên	Tai Nguyen Corporation	HSX	Basic Materials	2010/05/14	8500000	2010/05/21	28800	2010/05/21	8500000		8500000	2099/12/31	BM
TNY	Gang thép Thái Nguyên	Youth Investment Construction Corporation	UPC	Industrials	2011/06/15	1800000	2011/06/15	0	2011/06/15	1800000		1800000	2099/12/31	IN
TPC	CTCP Nhựa Tân Đại Hưng	Tan Dai Hung Plastic Jsc	HSX	Basic Materials	2007/11/20	10400000	2007/11/28	69000	2007/11/28	10400000		10400000	2099/12/31	BM
TPH	Cty CP In Sách giáo Khoa tại Tp.Hà Nội	Hanoi Textbooks Printing Jsc	HNX	Consumer Services	2006/12/15	1200000	2006/12/15	30700	2006/12/15	1200000		1200000	2099/12/31	CS
TPP	CTCP Nhựa Tân Phú	Tan Phu Plastic Jsc	HNX	Basic Materials	2008/07/21	2000000	2008/09/26	20000	2008/09/26	2000000		2000000	2099/12/31	BM
TRA	CTCP TRAPHACO	Traphaco Jsc	HSX	Health Care	2008/11/12	8000000	2008/11/26	63500	2008/11/26	8000000		8000000	2099/12/31	HC
TRC	CTCP Cao su Tây Ninh	Tay Ninh Rubber Jsc	HSX	Basic Materials	2007/07/17	30000000	2007/07/24	145000	2007/07/24	30000000		30000000	2099/12/31	BM
TRI	CTCP Nước giải khát Sài Gòn	Sai Gon Beverages Jsc	HSX	Consumer Goods	2001/11/26	3790300	2001/12/28	29000	2002/08/08	0		3790300	2099/12/31	CG
TS4	CTCP Thủy sản số 4	Seafood Jsc No4	HSX	Consumer Goods	2002/07/01	1500000	2002/08/08	22000	2003/02/12	0		1500000	2099/12/31	CG
TSB	CTCP Ắc quy Tia Sáng	Tia Sang Battery  Jsc	HNX	Industrials	2011/01/19	3372740	2011/01/19	29500	2011/01/19	3372740		3372740	2099/12/31	IN
TSC	CTCP Vật tư Kỹ thuật Nông nghiệp Cần Thơ	Techno - Agricultural Supplying Jsc	HSX	Basic Materials	2007/09/24	8312915	2007/10/04	48000	2007/10/04	8312915		8312915	2099/12/31	BM
TSM	CTCP Xi măng Tiên Sơn Hà Tây	Tien Son Cement Jsc	HNX	Industrials	2010/07/02	2936140	2010/07/02	26000	2010/07/02	2936140		2936140	2099/12/31	IN
TST	CTCP Dịch vụ Kỹ thuật Viễn thông	Telecommunication Technical Service Jsc	HNX	Technology	2007/12/13	4800000	2007/12/13	69000	2007/12/13	4800000		4800000	2099/12/31	TE
TTC	CTCP Gạch men Thanh Thanh	Thanh Thanh Jsc	HNX	Industrials	2006/07/18	4000000	2006/08/08	10200	2006/08/08	4000000		4000000	2099/12/31	IN
TTC	CTCP Gạch men Thanh Thanh	Thanh Thanh Jsc	HSX	Industrials		3992000	2006/08/08	19000				3992000	2009/12/28	IN
TTF	CTCP Tập Đoàn Kỹ nghệ Gỗ Trường Thành	Truong Thanh Furniture Corporation	HSX	Basic Materials	2008/02/01	15000000	2008/02/18	70000	2008/02/18	15000000		15000000	2099/12/31	BM
TTG	May Thanh Trì	Thanh Tri Garment Jsc	UPC	Consumer Goods	2010/02/02	2000000	2010/02/02	0	2010/02/02	2000000		2000000	2099/12/31	CG
TTP	CTCP Bao bì Nhựa Tân Tiến	Tan Tien Plastic Packaging Jsc	HSX	Industrials	2006/11/09	10655000	2006/12/05	81000	2006/12/05	10655000		10655000	2099/12/31	IN
TTR	Tracotour	Tourism Trade & Investment Jsc	UPC	Consumer Services	2009/12/04	1993393	2009/12/04	10800	2009/12/04	1993393		1993393	2099/12/31	CS
TV1	CTCP Tư vấn Xây dựng Điện 1	Power Engineering Consulting Jsc 1 	HSX	Industrials	2010/09/14	10000000	2010/09/23	20500	2010/09/23	10000000		10000000	2099/12/31	IN
TV2	CTCP Tư vấn Xây dựng Điện 2	Power Engineering Consulting Jsc No.2	HNX	Industrials	2009/10/13	4439000	2009/10/13	33000	2009/10/13	4439000		4439000	2099/12/31	IN
TV3	CTCP Tư vấn Xây dựng Điện 3	Power Engineering Consulting Jsc	HNX	Industrials	2009/12/01	2940000	2009/12/01	23000	2009/12/01	2940000		2940000	2099/12/31	IN
TV4	CTCP Tư vấn Xây dựng Điện 4	Power Engineering Consulting Jsc No.4	HNX	Industrials	2008/07/22	2750000	2008/07/22	14000	2008/07/22	2750000		2750000	2099/12/31	IN
TVD	CTCP Than Vàng Danh - TKV	Vinacomin - Vangdanh Coal Jsc	HNX	Basic Materials	2011/01/11	15280790	2011/01/11	19400	2011/01/11	15280790		15280790	2099/12/31	BM
TVG	XD Giao thông Vận tải	Transport Investment & Construction Consultant Jsc	UPC	Industrials	2010/01/25	1720000	2010/01/25	0	2010/01/25	1720000		1720000	2099/12/31	IN
TXM	Cty CP Thạch cao Xi Măng	Gypsum And Cement Jsc	HNX	Industrials	2006/12/11	3500000	2006/12/11	17900	2006/12/11	3500000		3500000	2099/12/31	IN
TYA	CTCP Dây và Cáp điện Taya Việt Nam	Taya (Vietnam) Electric Wire And Cable Jsc	HSX	Industrials	2005/12/02	3653480	2006/02/15	34000	2006/02/15	3653480		3653480	2099/12/31	IN
UDC	CTCP Xây dựng và Phát triển Đô thị Tỉnh Bà Rịa - Vũng Tàu	Urban Development And Construction Corporation	HSX	Industrials	2010/06/28	35000000	2010/07/05	24000	2010/07/05	35000000		35000000	2099/12/31	IN
UDJ	Becamex UDJ	Becamex Urban Development Jsc	UPC	Industrials	2009/12/22	16500000	2009/12/22	0	2009/12/22	16500000		16500000	2099/12/31	IN
UIC	CTCP Đầu tư Phát triển Nhà và Đô thị Idico	Idico Urban And House Development Jsc	HSX	Industrials	2007/10/31	8000000	2007/11/12	80000	2007/11/12	8000000		8000000	2099/12/31	IN
UNI	CTCP Viễn Liên	Vien Lien Jsc	HNX	Technology	2006/07/03	1000000	2006/07/03	16700	2006/07/03	1000000		1000000	2099/12/31	TE
UNI	CTCP Viễn Liên	Vien Lien Jsc	HSX	Technology		1000000	2006/07/03	28200				1000000	2009/05/29	TE
V11	CTCP Xây dựng số 11	Construction Jsc No 11	HNX	Financials	2008/12/01	5000000	2008/12/15	12200	2008/12/15	5000000		5000000	2099/12/31	FI
V12	CTCP Xây dựng số 12	Construction Jsc No 12	HNX	Industrials	2010/01/05	3000000	2010/01/05	37000	2010/01/05	3000000		3000000	2099/12/31	IN
V15	CTCP Xây dựng số 15	Vinaconex 15 Jsc	HNX	Industrials	2009/12/17	6000000	2009/12/17	16000	2009/12/17	6000000		6000000	2099/12/31	IN
V21	CTCP Vinaconex 21	Vietnam Construction Jsc No.21	HNX	Industrials	2010/04/21	1700000	2010/04/21	60000	2010/04/21	1700000		1700000	2099/12/31	IN
VAT	CTCP Viễn thông Vạn Xuân	Van Xuan Telecom Jsc	HNX	Technology	2010/12/15	1200000	2010/12/15	16500	2010/12/15	1200000		1200000	2099/12/31	TE
VBC	CTCP Nhựa - Bao bì Vinh	Vinh Plastic And Bags Jsc	HNX	Industrials	2010/03/17	1898364	2010/03/17	40000	2010/03/17	1898364		1898364	2099/12/31	IN
VBH	Cty CP Điện tử Bình Hoà	Viettronics Binh Hoa Jsc	HNX	Industrials	2006/12/29	2900000	2006/12/29	30000	2006/12/29	2900000		2900000	2099/12/31	IN
VC1	CTCP Xây dựng số 1	Construction Jsc No 1	HNX	Industrials	2009/05/14	3500000	2009/05/14	27000	2009/05/14	3500000		3500000	2099/12/31	IN
VC2	Cty CP Xây dựng số 2	Vietnam Construction Jsc No. 2	HNX	Industrials	2006/12/11	2000000	2006/12/11	38300	2006/12/11	2000000		2000000	2099/12/31	IN
VC3	CTCP Xây dựng số 3	Construction Jsc No. 3	HNX	Financials	2007/12/13	8000000	2007/12/13	116000	2007/12/13	8000000		8000000	2099/12/31	FI
VC5	CTCP Xây dựng số 5	Construction Jsc No.5	HNX	Industrials	2008/01/16	5000000	2008/01/16	57000	2008/01/16	5000000		5000000	2099/12/31	IN
VC6	CTCP Vinaconex 6	Vinaconex 6 Jsc	HNX	Industrials	2008/01/28	4000000	2008/01/28	44800	2008/01/28	4000000		4000000	2099/12/31	IN
VC7	CTCP Xây dựng Số 7	No7 Vietnam Construction Jsc	HNX	Industrials	2007/12/28	5000000	2007/12/28	55000	2007/12/28	5000000		5000000	2099/12/31	IN
VC9	CTCP Xây dựng số 9	Construction Jsc No.9	HNX	Industrials	2009/11/05	8000000	2009/11/05	50200	2009/11/05	8000000		8000000	2099/12/31	IN
VCA	CTCP Thép Biên Hòa	Bien Hoa Steel Jsc	UPC	Basic Materials	2011/02/21	15187322	2011/02/21	0	2011/02/21	15187322		15187322	2099/12/31	BM
VCB	Ngân hàng TMCP Ngoại Thương Việt Nam	Jsc mmercial Bank For Foreign Trade Of Viet Nam	HSX	Banks	2009/06/12	112285426	2009/06/30	60000	2009/06/30	112285426		112285426	2099/12/31	BA
VCC	CTCP Vinaconex 25	Vinaconex 25 Jsc	HNX	Industrials	2009/02/05	4000000	2009/02/05	10000	2009/02/05	4000000		4000000	2099/12/31	IN
VCF	CTCP VINACAFÉ Biên Hòa	Vinacafe Bienhoa Jsc	HSX	Consumer Goods	2011/01/21	26579135	2011/01/28	53500	2011/01/28	26579135		26579135	2099/12/31	CG
VCG	Tổng CTCP Xuất nhập Khẩu và Xây dựng Việt Nam	Vietnam Construction And Import-Export JCC	HNX	Industrials	2008/09/05	149985150	2008/09/05	39600	2008/09/05	149985150		149985150	2099/12/31	IN
VCH	CTCP Đầu tư xây dựng và Phát triển Hạ tầng Vinaconex	Vinaconex Infrastructure Development And Construction Investment Jsc	HNX	Industrials	2010/07/21	3970000	2010/07/21	29400	2010/07/21	3970000		3970000	2099/12/31	IN
VCM	CTCP Nhân lực và Thương mại Vinaconex	Vinaconex Trading And Manpower Joint	HNX	Industrials	2010/05/11	3000000	2010/05/11	56100	2010/05/11	3000000		3000000	2099/12/31	IN
VCR	CTCP Đầu tư và Phát triển Du lịch Vinaconex	Vinaconex Investment And Tourism Development Jsc	HNX	Financials	2010/05/10	30000000	2010/05/10	38000	2010/05/10	30000000		30000000	2099/12/31	FI
VCS	CTCP Đá ốp Lát cao Cấp Vinaconex	Vinaconex Advanced Compound Stone Jsc 	HNX	Industrials	2007/12/17	10000000	2007/12/17	84500	2007/12/17	10000000		10000000	2099/12/31	IN
VCT	Tư vấn XD Vinaconex	Vinaconex’S Construction Consultant Jsc	UPC	Industrials	2010/07/15	1100000	2010/07/15	40000	2010/07/15	1100000		1100000	2099/12/31	IN
VCV	CTCP Vận tải Vinaconex	Vinaconex Transportation Jsc	HNX	Industrials	2010/08/05	11007183	2010/08/05	15800	2010/08/05	11007183		11007183	2099/12/31	IN
VDL	CTCP Thực phẩm Lâm Đồng	Lamdong Foodstuffs Jsc	HNX	Consumer Goods	2007/11/27	1200000	2007/11/27	86000	2007/11/27	1200000		1200000	2099/12/31	CG
VDN	Vinatex Đà Nẵng	Vinatex Da Nang Jsc	UPC	Consumer Goods	2010/07/15	2000000	2010/07/15	13500	2010/07/15	2000000		2000000	2099/12/31	CG
VDS	CTCP Chứng khoán Rồng Việt	Viet Dragon Securities Corporation	HNX	Financials	2010/05/25	33000000	2010/05/25	19600	2009/06/24	33000000		33000000	2099/12/31	FI
VDS	CTCP Chứng khoán Rồng Việt	Viet Dragon Securities Corporation	UPC	Financials		33000000	2009/06/24	19500				33000000	2010/05/14	FI
VDT	Thép Biên Hòa	Binh Tay Steel Wire Netting Jsc	UPC	Basic Materials	2011/03/01	1965440	2011/03/01	12000	2011/03/01	1965440		1965440	2099/12/31	BM
VE1	CTCP Xây dựng Điện Vneco 1	Vneco 1 Electricity Construction Jsc	HNX	Industrials	2008/09/04	3000000	2008/09/04	19000	2008/09/04	3000000		3000000	2099/12/31	IN
VE2	CTCP Xây dựng Điện Vneco2	Vietnam Electricity Construction 2 Jsc	HNX	Industrials	2010/07/26	1861141	2010/07/26	54000	2010/07/26	1861141		1861141	2099/12/31	IN
VE3	Cổ phiếu CTCP Xây dựng điện VNECO 3	Vneco 3 Electricity Construction Jsc	HNX	Industrials	2010/06/30	1319710	2010/06/30	32000	2010/06/30	1319710		1319710	2099/12/31	IN
VE4	CTCP Xây dựng Điện Vneco 4	VNECO4 Electricity Construction Joint Stock Company	HNX	Industrials	2012/10/16	1028000	2012/10/16	12000	2012/10/16	1028000		1028000	2099/12/31	IN
VE8	CTCP Xây dựng Điện VNECO 8	Vneco 8 Electricity Construction JCC	HNX	Industrials	2012/07/24	1800000	2012/08/27	0	2012/08/27	1800000		1800000	2099/12/31	IN
VE9	CTCP Đầu tư và xây dựng VNECO 9	Vneco 9 Electricity Construction Jsc	HNX	Industrials	2008/01/23	3100000	2008/01/23	31000	2008/01/23	3100000		3100000	2099/12/31	IN
VES	CTCP Đầu tư và Xây dựng Điện MêCa VNECO	Meca Vneco Investment And Electricity Construction Jsc	HSX	Industrials	2010/04/02	9007500	2010/04/14	16900	2010/04/14	9007500		9007500	2099/12/31	IN
VFC	CTCP Vinafco	Vinafco JCC 	HSX	Industrials	2006/06/26	5575627	2006/07/24	30000	2006/07/24	5575627		5575627	2013/01/30	IN
VFG	CTCP Khử trùng Việt Nam	Viet Nam Fumigation Jsc	HSX	Basic Materials	2009/12/11	8133855	2009/12/17	68000	2009/12/17	8133855		8133855	2099/12/31	BM
VFR	CTCP Vận tải Thuê tàu	Transport And Chartering Corporation	HNX	Industrials	2006/12/28	15000000	2006/12/28	36100	2006/12/28	15000000		15000000	2099/12/31	IN
VGP	CTCP Cảng rau Quả	The Vegetexco Port Jsc	HNX	Industrials	2006/11/29	3885020	2006/12/21	25600	2006/12/21	3885020		3885020	2099/12/31	IN
VGP	CTCP Cảng rau Quả	The Vegetexco Port Jsc	HSX	Industrials		3885020	2006/12/21	58000				3885020	2009/05/30	IN
VGS	CTCP Ống thép Việt Đức VG PIPE	Vietnam Germany Steel Pipe Jsc	HNX	Basic Materials	2008/12/04	7000000	2008/12/04	17700	2008/12/04	7000000		7000000	2099/12/31	BM
VHC	CTCP Vĩnh Hoàn	Vinh Hoan Corporation	HSX	Consumer Goods	2007/12/07	30000000	2007/12/24	62000	2007/12/24	30000000		30000000	2099/12/31	CG
VHF	Chế biến lương thực Vĩnh Hà	Vinh Ha Food Processing & Construction Jsc	UPC	Consumer Goods	2010/05/07	4300000	2010/05/07	0	2010/05/07	4300000		4300000	2099/12/31	CG
VHG	CTCP Đầu tư và Sản xuất Việt Hàn	Viet - Han Corporation	HSX	Industrials	2008/01/09	25000000	2008/01/28	96000	2008/01/28	25000000		25000000	2099/12/31	IN
VHH	CTCP Đầu tư Xây dựng Viwaseen – Huế	Viwaseen - Hue Investment And Construction Jsc	HNX	Industrials	2010/07/28	6000000	2010/07/28	21300	2010/07/28	6000000		6000000	2099/12/31	IN
VHL	CTCP Viglacera Hạ Long	Viglacera Ha Long Jsc	HNX	Industrials	2009/02/12	7000000	2009/02/12	27000	2009/02/12	7000000		7000000	2099/12/31	IN
VIA	CTCP VIAN	Vian Jsc	UPC	Consumer Goods	2010/04/20	1200000	2010/04/20	0	2010/04/21	0		1200000	2099/12/31	CG
VIC	Tập Đoàn VINGROUP - CTCP	Vincom Jsc	HSX	Financials	2007/09/07	80000000	2007/09/19	125000	2007/09/19	80000000		80000000	2099/12/31	FI
VID	CTCP Đầu tư Phát triển Thương mại Viễn Đông	Vien Dong Investment Development Trading Corporation	HSX	Basic Materials	2006/07/12	8455700	2006/12/25	79000	2006/12/25	8455700		8455700	2099/12/31	BM
VIE	CTCP Công nghệ Viễn thông VITECO	Viteco Vietnam Telecommunications Technology Jsc	HNX	Technology	2011/05/06	1561244	2011/05/06	9000	2011/05/06	1561244		1561244	2099/12/31	TE
VIG	CTCP Chứng khoán Thương mại và Công nghiệp Việt Nam	Viet Nam Industrial & Commercial Securities Corporation	HNX	Financials	2009/12/01	15000000	2009/12/01	22800	2009/12/01	15000000		15000000	2099/12/31	FI
VIP	CTCP Vận tải Xăng dầu Vipco	Viet Nam Petroleum Transport Jsc	HSX	Industrials	2006/11/09	35100000	2006/12/21	55000	2006/12/21	35100000		35100000	2099/12/31	IN
VIR	Du lịch Vũng Tàu	Vung Tau Intourco Resort Jsc	UPC	Consumer Services	2010/07/01	5240000	2010/07/01	7100	2010/07/01	5240000		5240000	2099/12/31	CS
VIS	CTCP Thép Việt Ý	Viet Nam – Italy Steel Jsc	HSX	Basic Materials	2006/12/07	10000000	2006/12/25	45000	2006/12/25	10000000		10000000	2099/12/31	BM
VIT	CTCP Viglacera Tiên Sơn	Viglacera Tien Son Jsc	HNX	Industrials	2009/11/03	4500000	2009/11/03	37900	2009/11/03	4500000		4500000	2099/12/31	IN
VIX	CTCP Chứng khoán Xuân Thành	Vincom Securities Jsc	HNX	Financials	2009/12/29	30000000	2009/12/29	28300	2009/12/29	30000000		30000000	2099/12/31	FI
VKC	CTCP Cáp-Nhựa Vĩnh Khánh	Vinhkhanh Cable Plastic Corporation	HNX	Consumer Goods	2010/12/08	13000000	2010/12/08	13000	2010/12/08	13000000		13000000	2099/12/31	CG
VKD	Nước khoáng Khánh Hòa	Khanh Hoa Mineral Water Jsc	UPC	Consumer Goods	2010/04/12	2160000	2010/04/12	0	2010/04/12	2160000		2160000	2099/12/31	CG
VKP	CTCP Nhựa Tân Hóa	Viky Plastic Jsc	HSX	Basic Materials	2008/03/31	8000000	2008/06/19	44000	2008/06/19	8000000		8000000	2099/12/31	BM
VLA	CTCP Đầu tư và Phát triển Công nghệ Văn Lang	Van Lang Technology Development And Investment Jsc	HNX	Technology	2010/08/04	1080000	2010/08/04	20000	2010/08/04	1080000		1080000	2099/12/31	TE
VLF	CTCP Lương thực Thực phẩm Vĩnh Long	Vinh Long Cereal And Food Import Export Company 	HSX	Consumer Goods	2010/12/10	10400000	2010/12/21	30000	2010/12/21	10400000		10400000	2099/12/31	CG
VMC	CTCP Vimeco	Vimeco Jsc	HNX	Industrials	2006/12/11	3500000	2006/12/11	51900	2006/12/11	3500000		3500000	2099/12/31	IN
VMD	CTCP Y dược phẩm Vimedimex	Vimedimex Medi – Pharma Jsc	HSX	Health Care	2010/08/17	8141196	2010/09/30	30400	2010/09/30	8141196		8141196	2099/12/31	HC
VMG	CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu	Vung Tau Petroleum Trading And Service Jsc	HNX	Utilities	2009/09/30	9600000	2009/09/30	21000	2009/09/30	9600000		9600000	2099/12/31	UT
VNA	CTCP Vận tải Biển Vinaship	Vinaship Jsc	HSX	Industrials	2008/08/20	20000000	2008/09/09	44000	2008/09/09	20000000		20000000	2099/12/31	IN
VNC	CTCP Tập đoàn Vinacontrol	The Vietnam Superintendence And Inspection Jsc	HNX	Industrials	2006/12/21	5250000	2006/12/21	37200	2006/12/21	5250000		5250000	2099/12/31	IN
VND	CTCP Chứng khoán VNDIRECT	Vndirect Securities Corporation	HNX	Financials	2010/03/30	45000000	2010/03/30	42000	2010/03/30	45000000		45000000	2099/12/31	FI
VNE	Tổng CTCP Xây dựng Điện Việt Nam	Vietnam Electricity Construction JCC	HSX	Industrials	2007/08/01	32000000	2007/08/09	52000	2007/08/09	32000000		32000000	2099/12/31	IN
